comp_idx,imf_idx,sn1a_idx,sy_idx,sn1ar_idx,sigma_2,t_1,t_2,infall_1,infall_2,sfe,delta_sfe,imf_upper,mgal,nb,ks,ensemble,wrmse,mae,mape,huber,cosine,log_cosh,fitness,age_meta_fitness,physics_penalty,loss
3,1,0,3,1,0.8104520939479944,0.08820748339197843,2.1021688407608874,0.03837270814215334,8.258380723830594,15.966578589675397,0.47276772706037673,115.51850075524425,12352753995.752909,0.0005245632473754602,0.03691508918542151,0.04472102159151573,0.049975337049860485,0.03183000168351039,991.5296581290013,0.0012487671566235791,0.006675845640641276,0.0012459593236870466,0.04472102159151573,1.8698912820541842,1.0,0.04472102159151573
3,1,0,3,1,0.8104520939479944,0.08820748339197843,2.1021688407608874,0.03837270814215334,8.258380723830594,15.966578589675397,0.47276772706037673,115.51850075524425,12352753995.752909,0.0005245632473754602,0.03691508918542151,0.04472102159151573,0.049975337049860485,0.03183000168351039,991.5296581290013,0.0012487671566235791,0.006675845640641276,0.0012459593236870466,0.04472102159151573,1.8698912820541842,1.0,0.04472102159151573
3,1,0,3,1,0.7160209034673464,0.05599472204664034,3.477651175617218,0.02652232858842801,8.213274525209187,16.098701354120664,0.36141314134323804,67.49654394196132,15842758200.791475,0.0009763395414119966,0.03446326516229048,0.04974006366441229,0.05600548198468041,0.044822128203839226,331.43635626000236,0.001568307006168181,0.006676507380220298,0.001566706654387134,0.04974006366441229,2.178565310478917,1.0,0.04974006366441229
3,1,0,3,1,5.159592435905866,0.05457616378918996,4.823008743830762,0.034209742521697555,4.086810187372062,16.752236854843257,0.38926154014271275,76.34603405845026,14213943012.634764,0.0008785216430042543,0.027985927355085483,0.05459497975959344,0.06002668543852894,0.04150804445187603,6675.537724778117,0.001801601482368051,0.009617655815979842,0.0017971670479785557,0.05459497975959344,1.3319783760313313,1.0,0.05459497975959344
5,1,1,1,1,8.290876858010687,0.08568741365012636,3.686585750640883,0.017939002161830604,2.900402030586459,28.29370163032871,0.647121393772508,96.32853886512504,17581011462.82381,0.0009913132728542062,0.03643982044805687,0.054678386620932266,0.060119715963816364,0.04043583900354148,593200.4629315549,0.0018071901237849781,0.009605654946165831,0.0018026521565934922,0.054678386620932266,1.6859699184019254,1.0,0.054678386620932266
5,1,1,1,1,8.290876858010687,0.08568741365012636,3.686585750640883,0.017939002161830604,2.900402030586459,28.29370163032871,0.647121393772508,96.32853886512504,17581011462.82381,0.0009913132728542062,0.03643982044805687,0.054678386620932266,0.060119715963816364,0.04043583900354148,593200.4629315549,0.0018071901237849781,0.009605654946165831,0.0018026521565934922,0.054678386620932266,1.6859699184019254,1.0,0.054678386620932266
5,1,1,1,1,8.290876858010687,0.08568741365012636,3.686585750640883,0.017939002161830604,2.900402030586459,28.29370163032871,0.647121393772508,96.32853886512504,17581011462.82381,0.0009913132728542062,0.03643982044805687,0.054678386620932266,0.060119715963816364,0.04043583900354148,593200.4629315549,0.0018071901237849781,0.009605654946165831,0.0018026521565934922,0.054678386620932266,1.6859699184019254,1.0,0.054678386620932266
5,1,1,1,1,8.290876858010687,0.08568741365012636,3.686585750640883,0.017939002161830604,2.900402030586459,28.29370163032871,0.647121393772508,96.32853886512504,17581011462.82381,0.0009913132728542062,0.03643982044805687,0.054678386620932266,0.060119715963816364,0.04043583900354148,593200.4629315549,0.0018071901237849781,0.009605654946165831,0.0018026521565934922,0.054678386620932266,1.6859699184019254,1.0,0.054678386620932266
5,1,1,1,1,8.290876858010687,0.08568741365012636,3.686585750640883,0.017939002161830604,2.900402030586459,28.29370163032871,0.647121393772508,96.32853886512504,17581011462.82381,0.0009913132728542062,0.03643982044805687,0.054678386620932266,0.060119715963816364,0.04043583900354148,593200.4629315549,0.0018071901237849781,0.009605654946165831,0.0018026521565934922,0.054678386620932266,1.6859699184019254,1.0,0.054678386620932266
5,1,1,1,1,8.290876858010687,0.08568741365012636,3.686585750640883,0.017939002161830604,2.900402030586459,28.29370163032871,0.647121393772508,96.32853886512504,17581011462.82381,0.0009913132728542062,0.03643982044805687,0.054678386620932266,0.060119715963816364,0.04043583900354148,593200.4629315549,0.0018071901237849781,0.009605654946165831,0.0018026521565934922,0.054678386620932266,1.6859699184019254,1.0,0.054678386620932266
5,1,1,1,1,8.290876858010687,0.08568741365012636,3.686585750640883,0.017939002161830604,2.900402030586459,28.29370163032871,0.647121393772508,96.32853886512504,17581011462.82381,0.0009913132728542062,0.03643982044805687,0.054678386620932266,0.060119715963816364,0.04043583900354148,593200.4629315549,0.0018071901237849781,0.009605654946165831,0.0018026521565934922,0.054678386620932266,1.6859699184019254,1.0,0.054678386620932266
5,1,1,1,1,8.339750404496998,0.08335284768134725,4.0684688733305245,0.018646920794596032,2.8459053828023237,28.40954940205336,0.6488808415239197,96.17059001514045,17580628861.57548,0.0009874094485002882,0.031645051779283104,0.05475611529483871,0.060193141300399614,0.04091016051640309,543464.2018890304,0.001811607129804937,0.009834155359776275,0.0018067770410522624,0.05475611529483871,1.6804803598722855,1.0,0.05475611529483871
5,1,1,1,1,8.289661049874782,0.0857896628940296,3.680974340919828,0.018007011630835415,2.8965096825846164,28.30054937675033,0.6470188184928107,96.2585862624471,17582497653.723972,0.000989241958308858,0.0351714112851774,0.05562424120602505,0.06115325008493207,0.04117335862870963,581177.9303588907,0.0018698599979751218,0.009856462593748616,0.0018648956416789755,0.05562424120602505,1.6870900326119957,1.0,0.05562424120602505
3,1,0,3,1,5.02095955600251,0.053671285249093766,4.7857212882441695,0.033276948997593404,4.031354878430917,16.77466218870866,0.4403190290962611,73.91987482461963,14132221632.342352,0.0008976433171112751,0.030424004244142322,0.05586941639489597,0.06142547756356911,0.043317231114946175,7534.30338274164,0.0018865446469562659,0.009843187106719276,0.0018820724304769683,0.05586941639489597,1.31813135421221,1.0,0.05586941639489597
3,1,0,3,1,4.000500735057065,0.03695429012526874,6.1960508120954305,0.0672219433096862,5.928764046220298,16.124473053867266,0.08420454460897399,62.08267244761489,18234012463.8466,0.0008810592673005994,0.03799240077797841,0.05634607566541125,0.0619214936846528,0.04681566861967692,11384.432152448768,0.0019171356900692484,0.01041749129440539,0.0019138818948679563,0.05634607566541125,1.310957032053566,1.0,0.05634607566541125
5,1,0,2,1,9.76093143843227,0.06159145424109789,1.9842352700177028,0.014142500126867637,0.7207280474022771,13.107755268021304,0.26906762269971896,102.65834318047006,17382545988.88538,0.000698953412780539,0.04860419378635718,0.05694636525629739,0.06272285979158376,0.04556897268702277,238097.10930117202,0.001967078570217338,0.007948750307222752,0.00196336373903807,0.05694636525629739,1.7288260520405314,1.0,0.05694636525629739
5,1,0,2,1,9.76093143843227,0.06159145424109789,1.9842352700177028,0.014142500126867637,0.7207280474022771,13.107755268021304,0.26906762269971896,102.65834318047006,17382545988.88538,0.000698953412780539,0.04860419378635718,0.05694636525629739,0.06272285979158376,0.04556897268702277,238097.10930117202,0.001967078570217338,0.007948750307222752,0.00196336373903807,0.05694636525629739,1.7288260520405314,1.0,0.05694636525629739
5,1,0,2,1,9.76093143843227,0.06159145424109789,1.9842352700177028,0.014142500126867637,0.7207280474022771,13.107755268021304,0.26906762269971896,102.65834318047006,17382545988.88538,0.000698953412780539,0.04860419378635718,0.05694636525629739,0.06272285979158376,0.04556897268702277,238097.10930117202,0.001967078570217338,0.007948750307222752,0.00196336373903807,0.05694636525629739,1.7288260520405314,1.0,0.05694636525629739
3,1,1,2,0,0.20170789039470663,0.08026821228031593,8.537711331040256,0.0036859298541471225,2.8161189700189238,14.326424227770596,0.27680317936515847,69.08404188846933,9160242641.044968,0.0007325767203726952,0.05184634944148489,0.057311715502317104,0.06364686854646594,0.04095674345408815,25956.869863849395,0.002025461937885558,0.010365733377050712,0.002020167497005779,0.057311715502317104,6.0857590824899,1.0,0.057311715502317104
