sigma_2,tmax_1,tmax_2,infall_timescale_1,infall_timescale_2,sfe,delta_sfe,imf_upper_limits,mgal_values,nb_array
2.9152940417049584,0.04351760411314336,6.57118465611819,0.049249228108848096,1.6864700804184383,7.301171050425558,0.17075097674065284,118.68139700336255,13875812517.874624,0.0010814361324518388
7.451823849410099,0.05573323767529813,8.528931088889447,0.021590294892075583,8.03816808604023,10.102904023867476,0.011346678770132443,74.61033855863103,14301308464.240963,0.000577016656111999
4.250684378568728,0.06933078318307256,3.532580725154279,0.03409292987978734,9.373041528066329,10.69091733837731,0.06055519394808124,115.66484824924359,13858588923.215162,0.0008769518932622932
5.4181939601317595,0.056488668135993826,4.45228375576971,0.03028713718411279,8.210067842901259,6.986065267814159,0.10964684290841406,98.44369998816893,13900619868.946331,0.0006765750831887964
5.095032092178391,0.014851957703928439,7.895283846065037,0.013631469768004955,5.479463045351054,5.493892238706003,0.4535473197701608,88.30842559756758,13561360112.357586,0.000581746332293636
5.786136859061613,0.04178842839638755,4.88388223688751,0.03544623375542052,4.642050960918123,5.294218405868993,0.2430171273980123,89.97803430632592,14270977683.473476,0.0006186049277117637
8.971722764288703,0.06693789142768468,9.096383200392223,0.030060954663246566,9.82052062799752,15.706328680348422,0.042124105157517626,67.58507148762992,14359053161.78441,0.0006260757168928444
5.144281764930029,0.06713065417072836,4.881442901193382,0.05364744481477409,7.4383732021423645,11.76918346521593,0.03348971250967151,90.96503769489888,14397890509.781994,0.0008439315052933317
4.231345105272189,0.03763985713279541,6.179837074332257,0.009938046544286634,1.7232256074435075,3.8005058995029044,0.3885961360194474,96.33917368371775,13717771975.869297,0.0006592193514269231
1.689853683287987,0.060382290940970876,2.260561659335318,0.03586963930161163,1.2569723073886279,9.441422270256927,0.2540199911411069,124.17471884991141,13837965190.262527,0.0011134162695297276
3.243589963843209,0.07294028152618787,3.5696837898953557,0.07653810634715924,0.2403915185234208,17.81644735121144,0.15811255795235601,110.79437439827845,14396870328.011236,0.0014910698435039553
2.6250487524674013,0.0738618997212939,3.2647678578822314,0.055169470473180375,4.285576954531954,15.721459371481522,0.01634051181851668,126.3674022524219,14157813159.539158,0.0011948648139643455
