comp_idx,imf_idx,sn1a_idx,sy_idx,sn1ar_idx,sigma_2,t_1,t_2,infall_1,infall_2,sfe,delta_sfe,imf_upper,mgal,nb,ks,ensemble,wrmse,mae,mape,huber,cosine,log_cosh,age_meta_fitness,physics_penalty,loss
3,1,0,3,1,1.6198901764069455,0.0674287161319262,8.099162073538464,0.0200956157701663,2.74324542666061,5.39557458860139,0.5417220768183842,126.32422734519506,10808285907.588818,0.0006921395275921,0.2138982239456921,0.2266597122328643,0.1925383459417374,0.1573227342944264,4486219.571036463,0.01853550732899,0.1048157048012673,0.0182354197896399,0.4667926365655867,1.0,0.2266597122328643
0,1,1,2,0,0.4899836053220182,0.059063253156801,3.894204952172034,0.0474289324916064,3.947813417909149,2.5390608653160127,0.4736184853193813,69.20842348245512,15045443960.530985,0.0011977943981635,0.7268165409893477,1.4730974717336358,0.43420402842838,0.29797437062566,263080.3371628885,0.0942665691517167,0.705697085122291,0.0870801089294174,0.4516710280707176,0.0411099953878563,1.4730974717336358
1,1,0,1,1,2.0606267866478896,0.0777326706288046,4.058227904547184,0.0499745625323193,1.307939207340407,10.860824847687285,0.7713228858133931,108.50238534488588,11426177959.187258,0.0007571870176602,0.2284046358360517,0.2693563437891034,0.2188807437233721,0.1616233127632478,3570033.581504244,0.0239543899864482,0.1276509967213025,0.0233208406660728,0.3940956023661554,1.0,0.2693563437891034
3,1,0,3,0,4.258293760175631,0.0856223451195172,5.442155893895343,0.0073926036375362,4.163178766071123,6.12785585125857,0.0953875467302287,128.01677132026768,10228398686.955046,0.0,0.1333226082756312,0.1931089470227167,0.210661912547833,0.1644983741412052,2470196.22500249,0.0221892206991554,0.1254145981663867,0.0217094901333986,0.4056200638555776,1.0,0.1931089470227167
3,1,1,3,0,4.871710836625672,0.0620380037141077,4.845608103898161,0.0084072985951995,4.983424852062622,7.521447868911387,0.0883755884853157,73.3819735577804,9629354283.668434,0.0,0.1096445642900308,0.2082701707670743,0.2284974954692673,0.1602331627271994,1549153.2561780768,0.0261055527178639,0.1451958753560496,0.0252459086664412,0.4106397421223324,0.0246994834657594,0.2082701707670743
1,2,1,2,2,1.3008038147704883,0.0861743960958925,6.98247584544632,0.0220612274495478,1.843064969551342,18.22650314987078,0.6005559745891096,118.8268071208731,11661749033.037588,0.0010597529286686,0.2750959189406501,0.4240431721038841,0.298490971519759,0.2049758993981881,1074664.543075539,0.0445484300394047,0.2584722878287226,0.0423371106311952,0.554116762409836,1.0,0.4240431721038841
3,1,1,2,2,1.916301636894582,0.0474573148703081,2.951397467045722,0.0230940890969877,2.5976480384857403,1.7162526288370306,0.1008564005752642,64.22148157935585,10670859617.192823,0.0009870583029497,0.2021166852994664,0.2207310401353704,0.1957839716666015,0.1525562724795965,3530687.9491159134,0.0191656817807743,0.1034660762242707,0.0187852696525506,0.368816576537273,1.0,0.2207310401353704
2,2,0,3,2,4.571526478113322,0.0609291069260004,8.466092203837102,0.0644470413055929,2.1786119713575216,8.805643412556588,0.2456438053126616,120.37916063904592,13084554300.624556,0.0011231459787823,0.2169459131121692,0.2321503366886504,0.1955126592309762,0.1515960279587803,3823462.549496244,0.0191125999597839,0.102528380841143,0.0187432087299539,0.5444435282508837,1.0,0.2321503366886504
3,1,1,3,0,3.987771346605725,0.0718390684700418,4.08796252641744,0.0080284684746366,3.187588376260261,14.228440356708033,0.174327152616959,94.83448841060353,11505668339.98219,0.0,0.1414802924198351,0.2009947143185934,0.2188744354602229,0.1570432589788144,1628699.7014610942,0.0239530092490156,0.133595581879229,0.0233078196636904,0.4009998356694587,0.038114826292514,0.2009947143185934
1,2,1,1,1,0.876764936148628,0.046287074780052,2.6367230076894663,0.0548623830326728,6.023066516241546,12.638959727501788,0.7494527006705819,108.01424592125652,17512326802.69491,0.001112782866484,0.2986842817707342,0.3236456437409669,0.2124535779817833,0.1772713652775228,5559871.744129246,0.0225682613986308,0.1259581705538199,0.0222456042198216,0.4299869423238118,0.2005500953690358,0.3236456437409669
0,2,1,1,0,2.074613623569932,0.0677080494155524,0.9502444070006062,0.0081301827162103,1.324218342488081,19.92587164518453,0.8133726337470769,122.41643242963366,19147856062.02445,0.0,0.6655147507310979,1.237795342563755,0.3988386002227532,0.2811968180356911,118685.01171048768,0.0795361145138225,0.5594185445610201,0.0746331443695867,0.3660079733042943,0.0326172052544047,1.237795342563755
