stage,pid,accepted,comp_idx,imf_idx,sn1a_idx,sy_idx,sn1ar_idx,sigma_2,tmax_1,tmax_2,infall_timescale_1,infall_timescale_2,sfe,delta_sfe,imf_upper_limits,mgal_values,nb_array
1,13,True,1,1,1,1,0,4.841919736997603,0.09412024465208264,9.173897975166925,0.06181255839012293,4.851644204610333,8.304128633764298,0.7757896916087181,77.59362531250677,15746530118.950718,0.0006390338199563052
1,14,True,1,1,1,1,0,4.51072788382737,0.09097798865260616,5.421493870350292,0.05938057727976818,6.120109890538098,8.692155757604276,0.629263072468269,92.2177261086428,13380685989.235874,0.000504443540408612
1,15,True,1,1,1,1,0,2.454548027092283,0.0797908066484572,3.0270633045115485,0.043190200633013945,0.3818212478005506,19.231712940377186,0.0918791403037018,97.73099316714779,10293598766.435211,0.0011676168086238244
1,16,True,1,1,1,1,0,0.5882327197711585,0.07178982591406403,5.048465409928319,0.020923633184355188,6.576453272403974,17.04090610508668,0.20046206746774486,94.41006929402973,11612571654.901276,0.0012450498612745682
1,17,True,1,1,1,1,0,2.420082200208075,0.023813793675502445,6.325343884858679,0.03754478497983759,2.531457912030487,11.051580823864875,0.7965105450745306,122.60795755004125,16815927458.132212,0.0005235857221727935
1,18,True,1,1,1,1,0,2.9702901603306953,0.06676763325081052,8.887817403377865,0.03229905497152377,4.105275222505581,10.750150060120628,0.46545037014991264,76.92287486792195,13346815116.730875,0.0005797848562699494
1,19,True,1,1,1,1,0,3.2854418690280602,0.09719975003276257,3.490146907618198,0.00356480513871725,8.96089731896987,14.367924272494395,0.12326414364269209,99.33785052888685,11771594667.282421,0.0006869672758978214
1,20,True,1,0,1,1,0,2.48852127203925,0.06278160745943775,5.040131344267105,0.054495406444886686,4.137538062719712,16.10161195348267,0.029281172364222938,97.05375040374108,13321969662.627792,0.0010515847961864609
1,21,True,1,0,1,1,0,1.1951826079638714,0.07095248789117642,8.30281391905837,0.030344777947050927,7.070896018882602,10.295765469423802,0.3221603691186397,97.36998685143944,9246169687.510468,0.0006680386086320779
1,22,True,1,1,1,1,0,3.030104885410186,0.05972088689013714,3.0370002230845174,0.07881972290436223,8.970352979500019,12.39355772148129,0.3740826804638046,61.347734616692186,13917015437.10482,0.0012231979996036421
1,23,True,1,1,1,1,0,3.4876489127088726,0.07553059143613763,4.64107610022678,0.0439469717287082,8.155728477600357,4.5886842502070415,0.8211112648976481,81.32942024223468,17115419560.595108,0.0008089860244501112
1,24,True,1,1,1,1,0,2.4232856154784876,0.03777230907881959,6.363546024589233,0.050300987235782454,3.4175916444312073,8.935857423413344,0.32421905301428566,94.64551958469835,16663105710.456839,0.0008272859364533264
1,25,True,1,1,1,1,0,3.3379862023194256,0.030631755535242822,2.1946149348380364,0.06963465656944626,3.1304476329009794,11.613693121249064,0.11799315987618918,93.24908770447607,14895689547.636446,0.0007249284210302058
1,26,True,1,1,0,1,0,4.486701361644074,0.08349404800901261,5.822302409556847,0.036798057972734846,7.917780815737014,17.114265250965673,0.10968331144502635,83.80286971944138,15842235371.070261,0.001023699422431819
1,27,True,1,1,1,1,0,2.852368169700555,0.09881270361060299,4.190616355512873,0.08101616867146579,8.245672708348941,6.022007568457603,0.7455826717785773,60.05090944488771,18402104229.01605,0.0009038149954481366
1,28,True,1,1,1,1,0,4.853278355135723,0.054604542518003105,6.632882225274429,0.09301199621496616,9.984290692469711,1.4706701123664325,0.6715416511208152,65.58660185892276,9588239358.031422,0.0005397808657031554
1,29,True,1,1,1,1,0,0.1257314315310555,0.08087663986301831,8.578374739954835,0.09920828115477881,9.239084550166528,4.059077167336049,0.5369270649067927,67.37431716653111,9063817765.071045,0.0006401382052120922
1,30,True,1,1,1,1,0,4.735725876976042,0.07347557544926638,4.565123985280821,0.031353499359552874,5.828931978672524,18.76041518423895,0.8101341685722458,103.21534099352796,11647028661.059418,0.0010240302562928264
1,31,True,1,1,1,1,0,0.8275064125626257,0.03928404508799499,4.515894792567014,0.08938833023581338,4.115170488013271,6.853919097716388,0.37598832155027007,62.60794004355449,19086451915.448124,0.0008044525973759351
