stage,pid,accepted,comp_idx,imf_idx,sn1a_idx,sy_idx,sn1ar_idx,sigma_2,tmax_1,tmax_2,infall_timescale_1,infall_timescale_2,sfe,delta_sfe,imf_upper_limits,mgal_values,nb_array
0,0,True,1,1,1,1,0,4.743885205767834,0.06750839447801636,9.992957926289105,0.09117532190266822,9.794290289632881,4.891528877546987,0.7535173209127939,73.00851201845775,9671662224.820768,0.0005247852904462025
0,1,True,1,1,1,1,0,3.2502594327016867,0.07373785630087969,9.233291284053326,0.0558937047485559,9.697933092844814,7.138328700500188,0.45379036196246286,87.81878161235724,19533210018.33115,0.0009127979841398653
0,2,True,1,1,1,1,0,2.9325437391092004,0.05898101139188929,8.120772969183607,0.09579180865536131,8.445322272091104,3.7329109772920717,0.7623949271694561,66.06548171397365,18746663721.146244,0.0007103247294691871
0,3,True,1,1,1,1,0,2.973732958976638,0.037325100088842406,8.985442304205769,0.05353620358288414,8.868143642597454,2.382276463307708,0.8107007623492356,79.06470184025773,18024720483.999508,0.0006526619462595769
0,4,True,1,1,1,1,0,4.9754813444772115,0.07676859844793182,5.343893234274512,0.07253319234048607,8.33879333127664,14.281126337957145,0.41986272517862516,92.1076051760821,9781081981.52523,0.0007739821893392227
0,5,True,1,1,1,1,0,4.084174868187278,0.07044295945239402,9.064886681126836,0.08809688306054245,9.283575088712983,4.165427773821165,0.8075704827834953,70.27010658212959,19070918665.072304,0.0005284375049273834
0,6,True,1,1,1,1,0,4.39182784654165,0.0509582128049811,3.7391648473220838,0.08051318810617825,7.670056061123781,7.242225094583804,0.4575187410941516,60.1312187753633,16306223844.86233,0.0008595336742344979
0,7,True,1,1,1,1,0,3.8884445704706865,0.029362476591659914,7.044481406812557,0.05241167417213924,1.0644555191889986,11.818470270104195,0.648777056358228,112.03456784917408,12323164137.185686,0.0007446251243855314
0,8,True,1,1,1,1,0,3.142236136477481,0.08712068487783053,9.186897222382495,0.02663124723254863,8.115327785841496,6.9359016366657364,0.12233213488615612,72.17119140018688,10809486800.06085,0.0008900424847599279
0,9,True,1,1,1,1,0,0.7657843696897694,0.07968429230764494,4.573752374611879,0.01144205402710333,2.3561722163047842,8.681347178858694,0.07749125451278152,109.19262672560436,16908722802.364775,0.0006648453905963109
0,10,True,1,1,1,1,0,4.3438496314332475,0.09944040412733914,6.939884622209074,0.06871334051219743,8.31470180111667,9.030554139645874,0.29134515563655744,73.86086193855161,10076684314.615278,0.0011904125851183742
0,11,True,1,1,1,1,0,4.560092947514711,0.08211250190379256,6.0514660616905145,0.03072335826034565,7.822212658291146,7.436625263919684,0.6061396163739866,78.51129489368483,19382505686.888725,0.0007828153588557807
0,12,True,1,1,1,1,0,2.6952941062554268,0.07201881442789217,9.696392397456458,0.07137060272296569,6.557241212915365,1.0347483279626584,0.7561502540528013,71.3959173904958,18331465131.791824,0.0005771281717218344
0,13,True,1,1,1,1,0,4.174562513041058,0.07897880071236374,9.494767601660605,0.0653422402723565,6.732793480850016,3.153926791921568,0.7579965403784877,72.24516437866387,15954110504.064564,0.0006425559260093349
0,14,True,1,1,1,1,0,3.646776807602462,0.08582000759889809,5.730228216040695,0.0933407308357545,5.36088056339065,4.982030687964206,0.7155717209521164,91.7720427018391,14204922857.796278,0.0005379298912373902
0,15,True,1,1,1,1,0,1.9076708739930717,0.0794368848781831,4.679486579664637,0.0662891576442034,3.1472504652549853,12.103523427240926,0.2634284596001968,76.23646811924479,10187920362.21402,0.0006681021438707152
0,16,True,1,1,1,1,0,0.986653618282745,0.06285223814380007,8.424049931387716,0.022965107540368394,8.91138667373916,15.88685624783741,0.09251220636346748,102.73109638965398,11424666835.039133,0.0008527382127973323
0,17,True,1,1,1,1,0,1.983133375909677,0.04640284822438422,6.2122025491575865,0.05152990312154311,0.6782874576879493,12.980995997716201,0.7459146913223093,123.59629971258285,16828185967.698017,0.0005419317708389715
0,18,True,1,1,1,1,0,4.0182418452205875,0.06277409362043739,5.370135277741523,0.08555699615108968,7.593539563192757,6.541667220491563,0.5780720468166076,66.42175852742801,14846371568.483433,0.0006974696550870424
0,19,True,1,1,1,1,0,2.8028788353834706,0.07723556319889945,5.464046467804179,0.0637945852137772,7.128712945737237,7.246169304531571,0.21936474126141983,94.09148591803354,12596271378.30053,0.000693647829184445
0,20,True,1,0,1,1,0,3.4513614436216304,0.0758969243823034,4.379122942492413,0.07909644212407957,2.9534369488099657,17.47664351550952,0.3089713065581753,114.5914297885617,9090019153.683903,0.0011897654124946348
0,21,True,1,0,1,1,0,2.3632255994832434,0.09991046879564153,6.138684982196498,0.08821764535440882,7.70273403776536,10.160833997603628,0.12577506437762193,72.33290343798522,12103695434.730759,0.0009039260196077853
0,22,True,1,1,1,1,0,0.9071565650729831,0.0909805642880535,9.553059789779887,0.013731202150685937,8.647396849803789,7.560405783963158,0.5863800289723821,86.61177774720129,19138313414.147472,0.0006135038738229132
0,23,True,1,1,1,1,0,4.889703747862795,0.07129618142707174,2.4063519577251804,0.02941680309716972,4.152355452366428,13.09032215422354,0.5238118857398391,119.70963301933752,15182053090.38693,0.0007648947700872277
0,24,True,1,1,1,1,0,0.914803223712399,0.02127537003841041,9.305114316912029,0.014423406453969567,2.976046565076457,7.67512149105316,0.2563996431417831,90.64700562859286,14656203786.03067,0.0006819742221869077
0,25,True,1,1,1,1,0,4.444593339589413,0.09387185826302255,2.800575146703676,0.0786583314239085,8.647988718050755,8.146752421952014,0.28619797550467074,96.48850695897991,13782738927.783731,0.0008330766776597853
0,26,True,1,1,0,1,0,4.603580642179287,0.09632652966016057,9.03631318232914,0.053804678144415585,9.838323075410141,6.0058401604772085,0.4217031572901449,64.23741149386728,11380956562.69331,0.0006834021687492408
0,27,True,1,1,1,1,0,3.7266519049156757,0.08247471940678536,5.6127892599678155,0.05833129813913436,6.535382551615356,11.52392434932411,0.4553851985304299,70.42344205035896,9546883199.68856,0.001162979793664017
0,28,True,1,1,1,1,0,4.976003068482432,0.06700319937541167,5.247378262434933,0.08348001560636298,8.192984295460475,5.354797330926908,0.6539787303792456,71.03952987301321,12304803671.563679,0.0006085064376432352
0,29,True,1,1,1,1,0,3.0395926720707043,0.07742050263438896,8.784825788419754,0.09877122183497355,9.657682959614755,1.7401101366918112,0.6083513091685939,64.42254112373914,9883223424.930485,0.0005588464721815204
0,30,True,1,1,1,1,0,3.0358377505625476,0.08610021970031191,7.976784852435269,0.0324886302053621,2.000056901124689,17.48355874918015,0.3903958002597706,103.1832068951989,10378069441.633514,0.0007478976626690852
0,31,True,1,1,1,1,0,2.4364352830721456,0.06421860709441861,8.732018106201082,0.0805369598681949,6.366902426551878,2.731810170703298,0.6565644778709374,63.60188503614812,18018860906.120102,0.0006293016133171829
1,0,True,1,1,1,1,0,4.049350593580198,0.08890714950037097,7.633476330465058,0.07828311093614641,8.540246048824345,6.23029021075763,0.6183476878436691,74.19513489778329,13188171587.294365,0.0007849771158463186
1,1,True,1,1,1,1,0,3.464407718325851,0.057811594629342065,9.633986241710865,0.07271972943704849,9.602236513407448,7.431538626058991,0.4020526457957296,76.39081446047527,17315517810.244095,0.0009264086614882992
1,2,True,1,1,1,1,0,0.5669063971961407,0.08512206171239264,6.1803670595256515,0.08011088097906964,9.196813415358028,9.237763258345828,0.3344463684265942,76.19499243764301,18420110222.558544,0.001010073047869736
1,3,True,1,1,1,1,0,4.679767837523836,0.05336293234338571,5.978842584051714,0.052565590806887816,9.662457656270291,1.7435725950121679,0.31641584483032803,69.95864470704534,16224575618.85675,0.0008889128644224342
1,4,True,1,1,1,1,0,2.8332660670131937,0.08508279463384959,0.8489400615825956,0.04235324183761612,4.672705173560236,17.351463720085825,0.3673692697199274,113.37943941222477,13178521705.501968,0.0008232569166049459
1,5,True,1,1,1,1,0,4.73666960051562,0.0894390899403085,3.154505494798427,0.05760484259967494,7.630015513632299,16.240765568767056,0.5479050762821546,104.58562940985077,14164713850.629751,0.0007075437439697401
1,6,True,1,1,1,1,0,4.212023573335494,0.029027372694585836,1.1155808807233074,0.05873785614645696,6.5156122039749595,11.105622958911473,0.1327402133282738,71.06849883831615,11200554490.785423,0.001263941625128379
1,7,True,1,1,1,1,0,4.808429997381569,0.01562059330748727,8.588957941810998,0.07433779155620752,0.9194873615843008,6.394820534690961,0.6488166267865929,93.31802863569659,13416126764.218445,0.0008684067104944294
1,8,True,1,1,1,1,0,4.682297734822211,0.08957662995382926,8.691006521539023,0.015516654271499848,9.193383658835824,6.613581575847348,0.32839679119941256,98.34640277729197,13557454491.711754,0.0011434921067212474
1,9,True,1,1,1,1,0,1.0531182890715458,0.0782631585327023,5.793286798741482,0.0024233951740143364,2.3786696463043264,15.503120281321488,0.17764506717439044,108.76247097963464,14762189755.470297,0.000826400743429961
1,10,True,1,1,1,1,0,2.94156207675487,0.05740031921857313,3.6677167446172425,0.052490921010207074,3.341008987208863,11.24799681110682,0.6616774746770074,103.96324705043013,17982194326.44839,0.0007261466759979591
1,11,True,1,1,1,1,0,4.432972589293357,0.0858943137372137,3.0680915049155795,0.07334859935320467,5.32207023770946,8.808923649550705,0.7348391555986334,91.12337500899916,17721820560.95717,0.0006605952394193153
1,12,True,1,1,1,1,0,1.3888641008607479,0.09897119748533502,4.904564728689585,0.0359283680252602,7.480693848432796,8.213176022931723,0.4143637406181307,78.26734409058827,12588665763.0979,0.0008633213116129056
