sigma_2,tmax_1,tmax_2,infall_timescale_1,infall_timescale_2,sfe,delta_sfe,imf_upper_limits,mgal_values,nb_array
2.643093084144912,0.07144349326377619,7.557240928053082,0.011377098928336925,5.336856087277226,60.35394713017861,1.9139961022567975,82.7013277703426,9659790426.125778,0.0009944831372340342
3.5938411938229438,0.08154570249666593,7.199730985031268,0.0029495976859283918,4.668315359883901,73.08924608535754,1.7504124623553134,60.76650161145355,16399689892.170815,0.0008332448081882012
2.5507194638486665,0.07642482497654005,9.782645878401606,0.04874016868938888,9.999124400910976,93.65330650220403,1.4337144028365452,113.63844578070987,15749994818.149254,0.0007615748615376073
4.209639357297712,0.04960989518532991,8.652678276194901,0.005471307147898257,6.636677850219901,90.53118195861364,1.986624040698843,90.50142254074362,13053622076.87922,0.0006980801765560771
7.317534661436802,0.08507339417394183,7.713216400660979,0.03401357816679517,4.126677153141011,81.4069262422626,1.8069510717007402,78.86717837299747,10283207700.099232,0.0008904797733661624
7.365457072910018,0.05824365039936097,7.580830980133928,0.004393395267325422,5.251007369514003,66.10853285349634,1.9000215012000787,70.16512334230701,13339807391.144754,0.000761137900710783
5.573115306338549,0.03141664331076767,6.351007364092292,0.001906923096844354,2.6654621730538715,93.02446376689923,1.6791219581344587,60.20487709250139,16809750612.72681,0.0008180982427375731
2.2984895720283416,0.05679380332576719,8.850850717418657,0.005608582827350157,7.874604201852454,80.69258727853263,1.4817761169334192,74.66962544287827,15737378123.715923,0.0005113445032649817
3.5049219778809735,0.07316133128293738,7.766524701924488,0.012595604677390414,4.1058134228219405,74.67601134647829,1.9384504319503553,71.70154362251097,19011244783.856552,0.0007497682051019142
1.600239572644012,0.09539327503985076,9.894403312791345,0.0443022248724709,9.238909419534771,93.00764743714278,1.251660692060604,108.34620636305931,15515190675.11728,0.0005129565079026758
0.6337523495165364,0.08047229127493474,8.357658504559238,0.05195280715335249,8.48914579311692,74.56283662804915,0.4515830022118231,82.86892061724839,19473300098.303814,0.0007222395888877016
2.660027971378215,0.09366351018122161,9.830547811018695,0.0899859179344873,9.78691484803278,96.55346664272685,0.7695708285499065,108.74534472893805,13483580768.518465,0.0011036111213962583
5.6137763827625635,0.09303512331635425,8.508129195455956,0.006206932284440241,7.193504706073222,99.20947861192354,1.6105725961405546,60.470371314448734,14588564539.317501,0.0005601267105591794
2.408586616902508,0.08275746907332696,8.995465308964883,0.006299564343525777,8.797302872838886,92.99556835461988,1.8495189270371872,79.02606739073937,14930399770.44763,0.0005014605360081827
3.222626675125136,0.07158943270005068,7.629709508675298,0.0073609376439062206,5.305203615057572,64.07007431869677,1.6071769024798572,88.21106523786172,12165029511.231962,0.0005591188915864472
2.813337054395967,0.08751132810832107,9.869926701527392,0.014647661409787554,8.189640612242597,85.96418739698345,1.5203352404895925,89.86537737927574,9089991998.631,0.0005959872906216119
3.161941021456871,0.08138285723913095,8.64986200122232,0.04842660743890464,7.386770209054742,88.2371940845662,1.1764714570570536,127.19891488681787,10652828240.686056,0.0009270667764149955
2.063192870100061,0.07760593455458457,9.837356603244427,0.013951871991619364,9.27377768333255,82.09606554904326,1.2813350685501956,92.04226653160421,9556204096.71521,0.0006835406611477278
3.7143842143495283,0.02030853775658883,6.858630290221365,0.015058194970862065,5.156031358688342,55.540833940921644,1.5334385826373154,65.05549078167581,17106840790.482347,0.0005817650710319693
2.955816834985862,0.06593588183466242,8.71615405457133,0.009026148780905116,7.7762400312563305,96.5902217111122,1.5035980683895542,77.82060081449636,18831397342.322735,0.0005124665987342684
4.420770851093785,0.047451472006073685,6.942953581906752,0.002821544469628772,3.9536469424739584,78.80519516606468,1.3214795784921414,66.53971273040624,19406304609.156895,0.000679781337477882
7.361955273064457,0.038800132753034844,7.136036051379457,0.013708324275684984,3.986475567251609,84.31701212249817,1.504597861988098,66.784655872352,18175348826.185024,0.0005991968221331251
6.04006955178969,0.03361580534198238,8.290339684513993,0.0024790311601381107,7.30371979861885,76.09168197286066,1.4215512869584594,66.00740712671679,14907467316.220451,0.0005641862868977001
2.570747701605196,0.04267673236288743,9.477270041159153,0.037325241697255505,9.248048028797726,93.71791789208311,1.1811294144404216,92.52293235910238,15476142517.498037,0.0005245255730438564
3.2668036213405456,0.02328755138549587,7.077550421399971,0.00027882782090811177,5.4979992987128075,43.3305034447671,1.3279566919278987,62.94256894782219,11061328826.897615,0.000653045751305092
2.677087105721489,0.03511965287954351,8.804599827494354,0.010212292284345179,7.9768697575681475,69.06514593850613,1.6301634612810703,77.9703217144699,9676111573.66325,0.0006122188923567575
1.786347500616652,0.08149499679585445,9.758310324040446,0.04841446427836967,9.237140074272752,92.19827770278877,1.803338331789355,95.63699272149525,12136456586.839481,0.0010887079756327425
5.6492424119651075,0.08161805089812937,8.905633427793308,0.04292469301520418,8.886373000572032,89.61261724232564,1.6517569246481258,92.05971220071869,9068112552.864143,0.0012315729060868932
8.35592805034425,0.01107413429165804,6.335862686348939,0.0010684739509930537,1.6175302465056176,83.38636523009808,1.6868383392104747,76.76761717234994,19949573127.828114,0.0006529069640637286
6.347087408587332,0.03475381324176154,7.849345579595876,0.011146307101924048,5.329968583238909,85.37200943611873,1.3339484693146466,80.08025635734586,15220883538.2407,0.0006067641647791506
4.065878180631361,0.07268632926132727,7.809700761671565,0.009100735588182373,6.051460255087524,35.73486931133713,1.6402609804743395,78.93363001461987,9988914060.628159,0.0013016246044846172
1.0677700323262234,0.09931681011991929,9.95029043750902,0.05158985392436796,9.864572678715888,62.43423647350851,1.4049519305650755,87.95565255752216,10252273754.873276,0.0011171580925709754
