comp_idx,imf_idx,sn1a_idx,sy_idx,sn1ar_idx,sigma_2,t_1,t_2,infall_1,infall_2,sfe,delta_sfe,imf_upper,mgal,nb,ks,ensemble,wrmse,mae,mape,huber,cosine,log_cosh,fitness,age_meta_fitness,physics_penalty,loss
4,0,1,0,0,0.6206260522864963,0.016402774720897028,1.0215033707890757,0.009482983419462073,2.1106457622749657,16.893128374034003,0.05510296442511059,95.19475613177035,13136123941.29029,0.0,0.13280830585764947,0.10578403143582665,0.11454621007246218,0.09229644839856115,3405897.331947607,0.006560417120982319,0.029026334506044082,0.006521461565526139,0.10578403143582665,0.31446726061481095,1.0,0.10578403143582665
5,2,0,0,2,0.17705427400802612,0.016050126432950836,1.774106941052771,0.026187271808810322,3.8987721114775615,10.383290085151627,0.7996873839027248,83.34760523696765,19222194136.60652,0.0008855074295668396,0.1231808306025762,0.1277416793535473,0.13979129212654687,0.09913713864607294,565202.3880916868,0.00977080267720478,0.04542998763986805,0.00965624061320896,0.1277416793535473,1.0668993641145998,1.0,0.1277416793535473
4,2,1,0,0,2.394333610581413,0.013698219743418602,9.012235038534499,0.01954071936114967,1.3647910259001272,9.710418779835114,0.21932784253451926,65.62869465653638,16412320008.81119,0.001043323992533927,0.16026617700836765,0.14998644469095546,0.15538400343251035,0.1081514361856742,337133.87180405046,0.012072094261357193,0.06753851550531231,0.011932311855233474,0.14998644469095546,0.8628701295741198,1.0,0.14998644469095546
4,1,0,0,0,2.311452524989872,0.008722141325204805,9.194131472790334,0.0035912640195772806,8.137290682179367,1.0714084746351888,0.24458938961993903,123.12254239853159,14492430370.504845,0.0,0.09473885662719292,0.16021482906134019,0.17702025138798214,0.11239147199212661,993308.7101622378,0.015668084700732197,0.08454536630318266,0.015298963433504559,0.16021482906134019,1.1153771414132536,1.0,0.16021482906134019
2,1,0,0,2,4.59550508424345,0.046396686368372304,4.252859025284188,0.09901481573456354,0.49465657231651217,2.338939358721871,0.3929428662829447,129.2515757002733,15560589102.873869,0.0010936743541622791,0.1375887417396242,0.1638117531030236,0.17848320664885828,0.1410089873467535,2750395.264511909,0.015928127527829523,0.08850367976242746,0.015642653325806388,0.1638117531030236,0.4687148858436818,1.0,0.1638117531030236
2,1,0,0,2,4.59550508424345,0.046396686368372304,4.252859025284188,0.09901481573456354,0.49465657231651217,2.338939358721871,0.3929428662829447,129.2515757002733,15560589102.873869,0.0010936743541622791,0.1375887417396242,0.1638117531030236,0.17848320664885828,0.1410089873467535,2750395.264511909,0.015928127527829523,0.08850367976242746,0.015642653325806388,0.1638117531030236,0.4687148858436818,1.0,0.1638117531030236
3,2,0,0,1,4.607361550163241,0.09600512310685373,5.619060893108553,0.07114448579122651,0.8544665916773981,8.269413243895318,0.4188650116890853,69.15321981295136,13739747981.546452,0.0012965423035628935,0.1842932218344503,0.17474550829698637,0.1652169088104325,0.14719633236134164,3917287.1528001735,0.013648313478437382,0.06670331543756225,0.013539810968561713,0.17474550829698637,0.47625390211526636,1.0,0.17474550829698637
1,0,1,0,1,1.0730180174544184,0.06435148385937564,7.107415349530233,0.03352656670220594,4.25437578386841,5.250178041963331,0.8152122703237901,127.03612632459422,17137849545.155758,0.0006462103495701751,0.13072319453339887,0.17837749469691927,0.19507202712332095,0.1631381077724796,2909703.3302502995,0.019026547883000833,0.10157569042552994,0.018737190571792194,0.02648591692327983,0.520725965426619,0.1484823910565735,0.17837749469691927
3,2,0,0,1,0.4206472810195082,0.015930507151315432,5.357667036944188,0.037655243183505833,9.694251530199905,1.5779748971045997,0.01080527374663866,62.31141593370981,11728140040.957912,0.0013422027874713377,0.1095250172111829,0.17897022973159113,0.196484283915189,0.13751262890506646,1098267.4938535902,0.019303036912832295,0.11034371394959486,0.018715811635603794,0.17897022973159113,0.9041303723091508,1.0,0.17897022973159113
3,2,0,0,1,3.413694707998134,0.03859179751517526,8.7338775243751,0.006655377669682491,3.9628354984703207,8.977768109812203,0.06067403552176475,85.19960292782585,12425822845.166908,0.0,0.17031404215270268,0.18184280408682593,0.18153334504946977,0.1409162754051002,3224115.4490598887,0.016477177682424925,0.09068904340905126,0.016184456243798124,0.18184280408682593,0.348185707967372,1.0,0.18184280408682593
